Chromosome	m1A peak middle position	RefSeq ID	Segment	Cell
chr1	16162055	NR_024279	ncRNA	HEPG2_common_mRNA
chr1	16174429	NM_015001	5UTR	HeLa
chr1	16174438	NM_015001	5UTR	HEK293
chr1	16174500	NM_015001	5UTR	HEPG2_common_mRNA
chr1	16174503	NM_015001	5UTR	HEPG2_Glucose_starv_4h
chr1	16174503	NM_015001	5UTR	HEPG2_heat_shock_4h
chr1	16174535	NM_015001	5UTR	HEPG2_common_total_RNA
chr1	16259742	NM_015001	CDS	HEK293
chr1	16259743	NM_015001	CDS	HeLa
chr1	16259748	NM_015001	CDS	HEPG2_heat_shock_4h
chr1	16259812	NM_015001	CDS	HEPG2_common_mRNA
chr1	16259812	NM_015001	CDS	HEPG2_Glucose_starv_4h
chr1	16271586	NM_003443	CDS	HeLa
chr1	16271586	NM_003443	CDS	HEPG2_common_mRNA
chr1	16271586	NM_003443	CDS	HEPG2_Glucose_starv_4h
chr1	16271588	NM_003443	CDS	HEPG2_heat_shock_4h
chr1	16302522	NM_003443	5UTR	HEPG2_heat_shock_4h
chr1	16302524	NM_003443	5UTR	HEPG2_Glucose_starv_4h
chr1	16302530	NM_003443	5UTR	HEPG2_common_mRNA
chr1	16344405	NM_014424	CDS	HEPG2_common_mRNA
chr1	16344415	NM_014424	CDS	HEPG2_common_total_RNA
chr1	16400004	NM_182623	5UTR	HeLa
chr1	16456830	NM_004431	CDS	HEPG2_common_mRNA
chr1	16475417	NM_004431	CDS	HEPG2_common_mRNA
chr1	16475504	NM_004431	CDS	HeLa
chr1	16477433	NM_004431	CDS	HEPG2_Glucose_starv_4h
chr1	16482418	NM_004431	CDS	HEPG2_heat_shock_4h
chr1	16482421	NM_004431	CDS	HEPG2_common_mRNA
chr1	16482427	NM_004431	CDS	HeLa
chr1	16482467	NM_004431	5UTR	HEK293
chr1	16482470	NM_004431	5UTR	HEPG2_common_total_RNA
chr1	16532831	NM_153213	CDS	HEPG2_common_mRNA
chr1	16532835	NM_153213	CDS	HEPG2_Glucose_starv_4h
chr1	16563411	NM_030907	5UTR	HEPG2_heat_shock_4h
chr1	16563422	NM_030907	5UTR	HEPG2_common_mRNA
chr1	16563454	NM_030907	5UTR	HeLa
chr1	16563455	NM_030907	5UTR	HEPG2_Glucose_starv_4h
chr1	16641871	NM_018994	CDS	HEPG2_Glucose_starv_4h
chr1	16641893	NM_018994	CDS	HEPG2_heat_shock_4h
chr1	16678763	NM_018994	5UTR	HEPG2_common_mRNA
chr1	16678847	NM_018994	5UTR	HeLa
chr1	16678848	NM_018994	5UTR	HEPG2_Glucose_starv_4h
chr1	16678850	NM_018994	5UTR	HEPG2_heat_shock_4h
chr1	16693663	NR_073503	ncRNA	HEPG2_common_mRNA
chr1	16693663	NR_073503	ncRNA	HEPG2_Glucose_starv_4h
chr1	16693663	NR_073503	ncRNA	HEPG2_heat_shock_4h
chr1	16713584	NR_073501	ncRNA	HEPG2_Glucose_starv_4h
chr1	16717894	NM_001114600	CDS	HEPG2_common_mRNA
chr1	16717895	NM_001114600	CDS	HEPG2_Glucose_starv_4h
chr1	16717895	NM_001271869	CDS	HEPG2_heat_shock_4h
chr1	16802438	NR_023386	ncRNA	HEPG2_heat_shock_4h
chr1	16803496	NR_023386	ncRNA	HEPG2_common_mRNA
chr1	16804832	NR_023386	ncRNA	HEPG2_heat_shock_4h
chr1	16804840	NR_023386	ncRNA	HEPG2_common_mRNA
chr1	16813038	NR_023386	ncRNA	HEPG2_Glucose_starv_4h
chr1	16813038	NR_023386	ncRNA	HEPG2_heat_shock_4h
chr1	16817192	NR_023386	ncRNA	HEPG2_common_mRNA
chr1	16817195	NR_023386	ncRNA	HEPG2_heat_shock_4h
chr1	16817390	NR_023386	ncRNA	HEPG2_heat_shock_4h
chr1	16935223	NM_017940	5UTR	HEPG2_common_mRNA
chr1	16939930	NM_017940	5UTR	HEPG2_common_total_RNA
chr1	16939934	NM_017940	5UTR	HEK293
chr1	16939941	NM_017940	5UTR	HEPG2_heat_shock_4h
chr1	16939942	NM_017940	5UTR	HeLa
chr1	16939944	NM_017940	5UTR	HEPG2_common_mRNA
chr1	16939946	NM_017940	5UTR	HEPG2_Glucose_starv_4h
chr1	16946434	NR_026752	ncRNA	HEPG2_common_mRNA
chr1	16946457	NR_026752	ncRNA	HeLa
chr1	16952384	NR_026752	ncRNA	HEPG2_common_mRNA
chr1	16953711	NR_026752	ncRNA	HEPG2_common_mRNA
chr1	16974438	NR_027504	ncRNA	HEPG2_heat_shock_4h
chr1	16974548	NR_027504	ncRNA	HeLa
chr1	16974718	NR_027504	ncRNA	HEPG2_common_mRNA
chr1	17250917	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17256818	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17257012	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17257014	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17265558	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17270692	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17270725	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17270761	NM_014675	CDS	HEPG2_common_mRNA
chr1	17272034	NM_014675	CDS	HeLa
chr1	17272034	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17273384	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17273476	NM_014675	CDS	HEPG2_common_mRNA
chr1	17279886	NM_014675	CDS	HEPG2_common_mRNA
chr1	17280772	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17281303	NM_014675	CDS	HEPG2_common_mRNA
chr1	17281333	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17281947	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17285086	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17285158	NM_014675	CDS	HEPG2_common_mRNA
chr1	17287388	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17292304	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17292930	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17292936	NM_014675	CDS	HeLa
chr1	17292989	NM_014675	CDS	HEPG2_common_total_RNA
chr1	17294778	NM_014675	CDS	HEPG2_common_mRNA
chr1	17294824	NM_014675	CDS	HEPG2_Glucose_starv_4h
chr1	17295631	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17296360	NM_014675	CDS	HEPG2_heat_shock_4h
chr1	17296362	NM_014675	CDS	HEPG2_common_mRNA
chr1	17296367	NM_014675	CDS	HeLa
chr1	17296857	NM_014675	CDS	HEPG2_common_mRNA
chr1	17302212	NM_002403	CDS	HeLa
chr1	17304771	NM_002403	5UTR	HeLa
chr1	17312656	NM_022089	3UTR	HeLa
chr1	17380513	NM_003000	CDS	HeLa
chr1	17735563	NM_018715	3UTR	HeLa
chr1	17735596	NM_001136204	CDS	HEK293
chr1	17755669	NM_018715	CDS	HeLa
chr1	17764861	NM_001136204	CDS	HEK293
chr1	17764866	NM_001136204	CDS	HEPG2_common_total_RNA
chr1	17766113	NM_018715	5UTR	HEPG2_heat_shock_4h
chr1	17766120	NM_018715	5UTR	HEPG2_common_mRNA
chr1	17866387	NM_018125	5UTR	HEPG2_Glucose_starv_4h
chr1	17866390	NM_018125	5UTR	HEPG2_common_mRNA
chr1	17907087	NM_001011722	5UTR	HEPG2_common_mRNA
chr1	17907087	NM_001011722	5UTR	HEPG2_Glucose_starv_4h
chr1	18704778	NM_032880	CDS	HEK293
chr1	19486682	NM_020765	CDS	HeLa
chr1	19536632	NM_020765	CDS	HeLa
chr1	19577962	NM_001271427	CDS	HEPG2_heat_shock_4h
chr1	19577971	NM_015047	CDS	HEPG2_Glucose_starv_4h
chr1	19578175	NM_016183	5UTR	HeLa
chr1	19578178	NM_016183	5UTR	HEPG2_heat_shock_4h
chr1	19578215	NM_016183	5UTR	HEPG2_Glucose_starv_4h
chr1	19578219	NM_016183	5UTR	HEPG2_common_mRNA
chr1	19638482	NM_003689	CDS	HEPG2_common_total_RNA
chr1	19638512	NM_003689	CDS	HeLa
chr1	19639305	NM_017765	5UTR	HEPG2_common_mRNA
chr1	19665500	NM_004930	3UTR	HeLa
chr1	19665861	NM_001206541	3UTR	HEPG2_common_total_RNA
chr1	19665928	NM_004930	3UTR	HeLa
chr1	19746209	NM_004930	CDS	HEPG2_common_mRNA
chr1	19746218	NM_004930	CDS	HeLa
chr1	19923546	NM_001204089	5UTR	HeLa
chr1	19923547	NM_001204089	5UTR	HEPG2_common_mRNA
chr1	19923557	NM_001204089	5UTR	HEK293
chr1	19943786	NR_033758	ncRNA	HEPG2_heat_shock_4h
chr1	19948617	NM_001032363	CDS	HeLa
chr1	19948618	NM_001032363	CDS	HEPG2_Glucose_starv_4h
chr1	19970855	NM_005380	5UTR	HEPG2_common_mRNA
chr1	19983434	NM_005380	CDS	HeLa
chr1	19983468	NM_001204089	CDS	HEPG2_common_mRNA
chr1	19983985	NM_005380	3UTR	HeLa
chr1	19984228	NM_001204089	3UTR	HEPG2_common_mRNA
chr1	20209113	NM_015207	CDS	HEPG2_common_mRNA
chr1	20209117	NM_015207	CDS	HEPG2_Glucose_starv_4h
chr1	20209124	NM_015207	CDS	HeLa
chr1	20209124	NM_015207	CDS	HEPG2_heat_shock_4h
chr1	20234127	NM_015207	CDS	HEPG2_heat_shock_4h
chr1	20234141	NM_015207	CDS	HEPG2_common_mRNA
chr1	20234149	NM_015207	CDS	HeLa
chr1	20234151	NM_015207	CDS	HEPG2_Glucose_starv_4h
chr1	20812438	NM_018584	5UTR	HeLa
chr1	20812450	NM_018584	5UTR	HEPG2_common_total_RNA
chr1	20812554	NM_018584	5UTR	HEPG2_Glucose_starv_4h
chr1	20812556	NM_018584	5UTR	HEPG2_heat_shock_4h
chr1	20812560	NM_018584	5UTR	HEPG2_common_mRNA
chr1	20834511	NM_024544	CDS	HEPG2_heat_shock_4h
chr1	20834521	NM_024544	5UTR	HEPG2_common_mRNA
chr1	20834534	NM_024544	5UTR	HeLa
chr1	20960191	NM_032409	CDS	HEPG2_common_total_RNA
chr1	20960204	NM_032409	CDS	HeLa
chr1	20960207	NM_032409	CDS	HEPG2_common_mRNA
chr1	20960209	NM_032409	CDS	HEPG2_heat_shock_4h
chr1	20971077	NM_032409	CDS	HeLa
chr1	20972139	NM_032409	CDS	HeLa
chr1	20987799	NM_005216	CDS	HEPG2_common_total_RNA
chr1	20987814	NM_005216	CDS	HEPG2_common_mRNA
chr1	20987818	NM_005216	CDS	HeLa
chr1	21183956	NM_001198802	CDS	HEPG2_common_mRNA
chr1	21296041	NM_001198802	CDS	HeLa
chr1	21502771	NM_001198802	5UTR	HeLa
chr1	21502775	NM_001198802	5UTR	HEPG2_common_mRNA
chr1	21503275	NM_001198802	5UTR	HeLa
chr1	21503295	NM_001198802	5UTR	HEPG2_common_mRNA
chr1	21605788	NM_001113347	CDS	HEPG2_common_mRNA
chr1	21616602	NM_001113348	CDS	HeLa
chr1	21616632	NM_001113349	CDS	HEPG2_heat_shock_4h
chr1	21616634	NM_001113349	CDS	HEPG2_common_mRNA
chr1	21616648	NM_001113349	CDS	HEPG2_Glucose_starv_4h
chr1	21671923	NM_001113348	5UTR	HEPG2_Glucose_starv_4h
chr1	21671925	NM_001113348	5UTR	HEPG2_heat_shock_4h
chr1	21671926	NM_001113348	5UTR	HEPG2_common_mRNA
chr1	21766733	NM_001256416	5UTR	HEPG2_common_mRNA
chr1	21946540	NM_001145658	CDS	HEPG2_heat_shock_4h
chr1	21978307	NM_001145658	CDS	HEK293
chr1	22109499	NM_032236	5UTR	HeLa
chr1	22109500	NM_032236	5UTR	HEPG2_common_mRNA
chr1	22109507	NM_032236	5UTR	HEPG2_common_total_RNA
chr1	22207923	NM_005529	CDS	HEPG2_common_mRNA
chr1	22207952	NM_005529	CDS	HeLa
chr1	22213778	NM_005529	CDS	HEPG2_common_total_RNA
chr1	22263654	NM_005529	CDS	HEPG2_common_mRNA
chr1	22263669	NM_005529	CDS	HEPG2_common_total_RNA
chr1	22263673	NM_005529	CDS	HeLa
chr1	22263699	NM_005529	CDS	HEK293
chr1	22263714	NM_005529	5UTR	HEPG2_Glucose_starv_4h
chr1	22352066	NR_023919	ncRNA	HEPG2_heat_shock_4h
chr1	23346094	NM_015013	CDS	HEPG2_common_total_RNA
chr1	23346164	NM_015013	CDS	HeLa
chr1	23346208	NM_015013	CDS	HEPG2_common_mRNA
chr1	23346211	NM_001009999	CDS	HEPG2_heat_shock_4h
chr1	23435588	NM_033631	5UTR	HEPG2_heat_shock_4h
chr1	23436121	NM_033631	5UTR	HEPG2_Glucose_starv_4h
chr1	23495296	NM_001142546	5UTR	HEPG2_Glucose_starv_4h
chr1	23495296	NM_033631	5UTR	HEPG2_heat_shock_4h
chr1	23495297	NM_001142546	5UTR	HEPG2_common_mRNA
chr1	23667498	NM_005826	CDS	HEPG2_common_mRNA
chr1	23670742	NM_005826	5UTR	HEPG2_Glucose_starv_4h
chr1	23670743	NM_005826	5UTR	HeLa
chr1	23751140	NM_003196	5UTR	HeLa
chr1	23836576	NM_004091	CDS	HeLa
chr1	23836589	NM_004091	CDS	HEK293
chr1	23857603	NM_004091	5UTR	HEPG2_heat_shock_4h
chr1	23857607	NM_004091	5UTR	HEPG2_common_mRNA
chr1	23857637	NM_004091	5UTR	HeLa
chr1	23884818	NM_002167	3UTR	HeLa
chr1	23885434	NM_002167	3UTR	HEPG2_common_total_RNA
chr1	24022342	NM_000975	CDS	HeLa
chr1	24069994	NM_003198	CDS	HEPG2_heat_shock_4h
chr1	24070022	NM_003198	CDS	HEPG2_common_mRNA
chr1	24105014	NM_020362	CDS	HeLa
chr1	24105017	NM_020362	CDS	HEPG2_common_total_RNA
chr1	24105050	NM_020362	CDS	HEPG2_common_mRNA
chr1	24117707	NM_007260	5UTR	HEPG2_heat_shock_4h
chr1	24119158	NM_007260	5UTR	HeLa
chr1	24119161	NM_007260	5UTR	HEPG2_common_mRNA
chr1	24286400	NM_017761	5UTR	HeLa
chr1	24286405	NM_017761	5UTR	HEPG2_common_total_RNA
chr1	24286407	NM_017761	5UTR	HEPG2_heat_shock_4h
chr1	24286408	NM_017761	5UTR	HEK293
chr1	24286412	NM_017761	5UTR	HEPG2_common_mRNA
chr1	24305299	NR_034035	ncRNA	HEK293
chr1	24306753	NR_034035	ncRNA	HEPG2_common_total_RNA
chr1	24306763	NR_034035	ncRNA	HeLa
chr1	24742348	NM_020448	5UTR	HEPG2_common_mRNA
chr1	24742350	NM_020448	5UTR	HeLa
chr1	24742350	NM_020448	5UTR	HEPG2_Glucose_starv_4h
chr1	24742351	NM_020448	5UTR	HEPG2_heat_shock_4h
chr1	24742366	NM_020448	5UTR	HEK293
chr1	24829541	NM_013441	5UTR	HEPG2_common_mRNA
chr1	24861688	NM_013441	CDS	HeLa
chr1	24863060	NM_013441	3UTR	HEPG2_common_total_RNA
chr1	24969820	NM_005839	CDS	HEPG2_heat_shock_4h
chr1	24979046	NM_005839	CDS	HEPG2_common_total_RNA
chr1	24993366	NM_005839	CDS	HEPG2_common_total_RNA
chr1	24993373	NM_005839	CDS	HeLa
chr1	24995824	NM_005839	CDS	HEPG2_common_mRNA
chr1	24995830	NM_005839	CDS	HEPG2_common_total_RNA
chr1	24995844	NM_001303449	CDS	HEK293
chr1	24995863	NM_005839	CDS	HeLa
chr1	25071994	NM_013943	5UTR	HeLa
chr1	25072000	NM_013943	5UTR	HEPG2_common_mRNA
chr1	25072007	NM_013943	5UTR	HEK293
chr1	25124306	NM_013943	CDS	HEPG2_common_total_RNA
chr1	25553997	NM_015484	CDS	HEPG2_Glucose_starv_4h
chr1	25554002	NM_015484	CDS	HEPG2_common_mRNA
chr1	25554688	NM_015484	CDS	HeLa
chr1	25555559	NM_015484	CDS	HEPG2_common_mRNA
chr1	25558652	NM_015484	CDS	HeLa
chr1	25558652	NM_015484	CDS	HEPG2_Glucose_starv_4h
chr1	25558652	NM_015484	CDS	HEPG2_heat_shock_4h
chr1	25558658	NM_015484	CDS	HEPG2_common_total_RNA
chr1	25664886	NM_014313	5UTR	HEPG2_common_total_RNA
chr1	25664887	NM_014313	5UTR	HeLa
chr1	25664888	NM_014313	5UTR	HEPG2_common_mRNA
chr1	25664891	NM_014313	5UTR	HEK293
chr1	25664891	NM_014313	5UTR	HEPG2_heat_shock_4h
chr1	25757514	NM_001282564	5UTR	HEPG2_common_total_RNA
chr1	25757547	NM_018202	5UTR	HeLa
chr1	25757562	NM_018202	5UTR	HEPG2_common_mRNA
chr1	25870189	NM_015627	CDS	HEPG2_heat_shock_4h
chr1	25870206	NM_015627	CDS	HeLa
chr1	25870260	NM_015627	CDS	HEPG2_common_mRNA
chr1	26126806	NM_206926	CDS	HeLa
chr1	26146497	NR_024498	ncRNA	HEPG2_Glucose_starv_4h
chr1	26146512	NR_024498	ncRNA	HeLa
chr1	26146537	NR_024498	ncRNA	HEPG2_heat_shock_4h
chr1	26148270	NR_024498	ncRNA	HEPG2_common_mRNA
chr1	26164037	NM_001287490	CDS	HEPG2_Glucose_starv_4h
chr1	26185828	NM_001287490	CDS	HEPG2_common_mRNA
chr1	26185828	NM_001287490	CDS	HEPG2_heat_shock_4h
chr1	26185828	NM_024037	CDS	HeLa
chr1	26188127	NM_178422	3UTR	HEPG2_heat_shock_4h
chr1	26496558	NM_015871	CDS	HeLa
chr1	26496561	NM_015871	CDS	HEPG2_common_mRNA
chr1	26497168	NM_015871	CDS	HeLa
chr1	26504044	NM_001297648	5UTR	HEPG2_common_mRNA
chr1	26606632	NM_031286	5UTR	HeLa
chr1	26606639	NM_031286	5UTR	HEPG2_common_mRNA
chr1	26620774	NM_183008	CDS	HEPG2_common_mRNA
chr1	26623957	NM_183008	CDS	HEPG2_Glucose_starv_4h
chr1	26624515	NM_183008	CDS	HEPG2_common_mRNA
chr1	26624521	NM_183008	CDS	HEPG2_heat_shock_4h
chr1	26628200	NM_183008	CDS	HEPG2_common_mRNA
chr1	26629366	NM_183008	CDS	HEPG2_common_mRNA
chr1	26629366	NM_183008	CDS	HEPG2_heat_shock_4h
chr1	26629371	NM_183008	CDS	HEPG2_Glucose_starv_4h
chr1	26633100	NM_183008	5UTR	HEPG2_heat_shock_4h
chr1	26758855	NM_205861	5UTR	HEPG2_common_mRNA
chr1	26758856	NM_205861	5UTR	HEPG2_Glucose_starv_4h
chr1	26758860	NM_205861	5UTR	HeLa
chr1	26799057	NM_005517	5UTR	HEPG2_common_total_RNA
chr1	26799061	NM_005517	5UTR	HEK293
chr1	26799074	NM_005517	5UTR	HeLa
chr1	26856368	NM_002953	5UTR	HEPG2_Glucose_starv_4h
chr1	26856370	NM_002953	5UTR	HeLa
chr1	26856378	NM_002953	5UTR	HEPG2_common_total_RNA
chr1	26856392	NM_002953	5UTR	HEPG2_common_mRNA
chr1	26856397	NM_002953	5UTR	HEPG2_heat_shock_4h
chr1	27022661	NM_006015	5UTR	HEPG2_common_mRNA
chr1	27022668	NM_139135	5UTR	HEPG2_common_total_RNA
chr1	27022671	NM_006015	5UTR	HEPG2_Glucose_starv_4h
chr1	27022840	NM_006015	5UTR	HeLa
chr1	27023034	NM_006015	CDS	HEPG2_common_mRNA
chr1	27023442	NM_006015	CDS	HEPG2_Glucose_starv_4h
chr1	27023600	NM_139135	CDS	HEPG2_common_total_RNA
chr1	27023670	NM_006015	CDS	HEPG2_common_mRNA
chr1	27056279	NM_139135	CDS	HEPG2_common_total_RNA
chr1	27057867	NM_006015	CDS	HEK293
chr1	27057879	NM_006015	CDS	HEPG2_Glucose_starv_4h
chr1	27057880	NM_006015	CDS	HEPG2_common_mRNA
chr1	27057903	NM_006015	CDS	HeLa
chr1	27057920	NM_139135	CDS	HEPG2_common_total_RNA
chr1	27107420	NM_139135	3UTR	HEPG2_common_total_RNA
chr1	27114553	NM_017837	5UTR	HeLa
chr1	27114558	NM_017837	5UTR	HEPG2_heat_shock_4h
chr1	27114567	NM_017837	5UTR	HEPG2_common_mRNA
chr1	27114585	NM_017837	5UTR	HEPG2_Glucose_starv_4h
chr1	27153300	NM_032283	CDS	HEPG2_Glucose_starv_4h
chr1	27153301	NM_032283	CDS	HEPG2_common_mRNA
chr1	27153304	NM_032283	CDS	HEPG2_heat_shock_4h
chr1	27153351	NM_032283	CDS	HeLa
chr1	27153565	NM_032283	CDS	HEPG2_common_mRNA
chr1	27189830	NM_006142	CDS	HEPG2_common_total_RNA
chr1	27189842	NM_006142	CDS	HeLa
chr1	27190280	NM_006142	CDS	HEPG2_common_total_RNA
chr1	27190288	NM_006142	CDS	HeLa
chr1	27190619	NM_006142	3UTR	HEPG2_common_total_RNA
chr1	27216684	NM_018066	5UTR	HeLa
chr1	27220815	NM_022078	CDS	HeLa
chr1	27220821	NM_022078	CDS	HEPG2_heat_shock_4h
chr1	27223822	NM_022078	CDS	HEPG2_common_mRNA
chr1	27226716	NM_022078	CDS	HEPG2_common_mRNA
chr1	27248337	NM_006600	5UTR	HEPG2_common_total_RNA
chr1	27248349	NM_006600	CDS	HEK293
chr1	27267953	NM_006600	CDS	HeLa
chr1	27268038	NM_006600	CDS	HEPG2_common_total_RNA
chr1	27268280	NM_006600	CDS	HEPG2_common_mRNA
chr1	27269466	NM_006600	CDS	HeLa
chr1	27320385	NM_001013642	CDS	HeLa
chr1	27320445	NM_001013642	CDS	HEPG2_common_mRNA
chr1	27481257	NM_003047	5UTR	HEPG2_Glucose_starv_4h
chr1	27561170	NM_001276252	5UTR	HEPG2_Glucose_starv_4h
chr1	27561183	NM_001276252	5UTR	HEPG2_heat_shock_4h
chr1	27561203	NM_001276252	5UTR	HEPG2_common_mRNA
chr1	27561268	NM_015023	5UTR	HEPG2_common_total_RNA
chr1	27687312	NM_004672	CDS	HEPG2_common_mRNA
chr1	27687458	NM_001297609	CDS	HEPG2_heat_shock_4h
chr1	27732457	NM_006990	3UTR	HeLa
chr1	27732468	NM_006990	3UTR	HEPG2_common_mRNA
chr1	27736414	NM_006990	CDS	HeLa
chr1	27736425	NM_006990	CDS	HEPG2_common_total_RNA
chr1	27736493	NM_006990	CDS	HEPG2_common_mRNA
chr1	27736505	NM_006990	CDS	HEK293
chr1	27816572	NM_006990	5UTR	HEPG2_Glucose_starv_4h
chr1	27816576	NM_006990	5UTR	HEPG2_heat_shock_4h
chr1	27816580	NM_006990	5UTR	HEPG2_common_mRNA
chr1	27816582	NM_006990	5UTR	HEPG2_common_total_RNA
chr1	27816584	NM_006990	5UTR	HeLa
chr1	27885376	NM_001029882	5UTR	HEPG2_common_mRNA
chr1	27929962	NM_001029882	5UTR	HeLa
chr1	27929962	NM_001029882	5UTR	HEPG2_Glucose_starv_4h
chr1	27929962	NM_001029882	5UTR	HEPG2_heat_shock_4h
chr1	27992681	NM_002038	3UTR	HEPG2_common_mRNA
chr1	27995801	NM_022873	CDS	HEPG2_common_mRNA
chr1	27998673	NM_002038	5UTR	HEPG2_common_mRNA
chr1	28157427	NM_138558	5UTR	HEPG2_heat_shock_4h
chr1	28157436	NM_138558	5UTR	HEPG2_common_mRNA
chr1	28241002	NM_001286076	5UTR	HEPG2_common_mRNA
chr1	28241004	NM_002946	5UTR	HeLa
chr1	28559437	NM_014280	CDS	HEPG2_Glucose_starv_4h
chr1	28559441	NM_014280	CDS	HEPG2_heat_shock_4h
chr1	28559442	NM_014280	CDS	HEPG2_common_mRNA
chr1	28559446	NM_014280	CDS	HeLa
chr1	28562752	NM_178190	CDS	HEPG2_common_total_RNA
chr1	28562760	NM_016311	CDS	HeLa
chr1	28563327	NM_178191	3UTR	HEPG2_common_total_RNA
chr1	28586107	NM_031459	5UTR	HEPG2_heat_shock_4h
chr1	28586114	NM_031459	5UTR	HeLa
chr1	28586114	NM_031459	5UTR	HEPG2_common_mRNA
chr1	28696287	NM_001048183	5UTR	HEPG2_heat_shock_4h
chr1	28696302	NM_001048183	5UTR	HEPG2_Glucose_starv_4h
chr1	28836372	NR_036473	ncRNA	HEPG2_common_mRNA
chr1	28836718	NR_002909	ncRNA	HeLa
chr1	28843307	NR_030726	ncRNA	HEPG2_heat_shock_4h
chr1	28844785	NM_001269	5UTR	HEPG2_Glucose_starv_4h
chr1	28844792	NM_001269	5UTR	HEPG2_common_mRNA
chr1	28844794	NM_001048195	5UTR	HEPG2_heat_shock_4h
chr1	28856392	NM_001269	CDS	HeLa
chr1	28856404	NR_030726	ncRNA	HEPG2_common_mRNA
chr1	28858754	NM_001269	CDS	HeLa
chr1	28879588	NR_003109	ncRNA	HEPG2_common_mRNA
chr1	28879588	NR_003109	ncRNA	HEPG2_Glucose_starv_4h
chr1	28879588	NR_003109	ncRNA	HEPG2_heat_shock_4h
chr1	28879635	NM_017846	CDS	HEPG2_heat_shock_4h
chr1	28879636	NM_017846	CDS	HeLa
chr1	28908308	NR_024127	ncRNA	HeLa
chr1	28919126	NM_001193532	CDS	HeLa
chr1	28919141	NM_001193532	CDS	HEPG2_heat_shock_4h
chr1	28919146	NM_001193532	CDS	HEPG2_common_mRNA
chr1	28919148	NM_001193532	CDS	HEPG2_Glucose_starv_4h
chr1	28969384	NM_001135218	5UTR	HEPG2_common_mRNA
chr1	28969385	NM_001135218	5UTR	HEPG2_heat_shock_4h
chr1	28969535	NM_005644	5UTR	HeLa
chr1	28995342	NM_006582	5UTR	HEPG2_heat_shock_4h
chr1	29063533	NM_016258	5UTR	HEPG2_common_mRNA
chr1	29063534	NM_016258	5UTR	HEPG2_heat_shock_4h
chr1	29063557	NM_001172828	5UTR	HEPG2_common_total_RNA
chr1	29063561	NM_001172828	5UTR	HeLa
chr1	29063566	NM_001172828	5UTR	HEK293
chr1	29213672	NM_001166007	5UTR	HEPG2_common_mRNA
chr1	29213675	NM_001166007	5UTR	HEPG2_Glucose_starv_4h
chr1	29213681	NM_001166007	5UTR	HeLa
chr1	29213684	NM_004437	5UTR	HEPG2_common_total_RNA
chr1	29241190	NM_001166006	5UTR	HEPG2_common_mRNA
chr1	29241209	NM_001166006	5UTR	HEPG2_heat_shock_4h
chr1	29447038	NM_001003682	3UTR	HEPG2_common_mRNA
chr1	29447055	NM_001003682	3UTR	HEPG2_Glucose_starv_4h
chr1	29448302	NM_001003682	CDS	HEPG2_common_mRNA
chr1	29475355	NM_005626	CDS	HEPG2_common_total_RNA
chr1	29475391	NM_005626	CDS	HEK293
chr1	29475414	NM_005626	CDS	HeLa
chr1	29508239	NM_005626	CDS	HEPG2_common_mRNA
chr1	29508279	NM_005626	5UTR	HeLa
chr1	29508281	NM_005626	5UTR	HEPG2_common_total_RNA
chr1	29508309	NM_005626	5UTR	HEPG2_heat_shock_4h
chr1	31381471	NM_014654	5UTR	HEPG2_heat_shock_4h
chr1	31468000	NM_001020658	CDS	HEPG2_common_mRNA
chr1	31468008	NM_014676	CDS	HeLa
chr1	31501681	NM_014676	CDS	HEPG2_heat_shock_4h
chr1	31532116	NM_001020658	CDS	HEPG2_common_mRNA
chr1	31532384	NM_001020658	CDS	HEPG2_common_mRNA
chr1	31532395	NM_014676	CDS	HeLa
chr1	31532410	NM_014676	CDS	HEPG2_heat_shock_4h
chr1	31538496	NM_001020658	5UTR	HEPG2_Glucose_starv_4h
chr1	31766155	NM_004814	CDS	HEPG2_common_mRNA
chr1	31769544	NM_004814	CDS	HEPG2_heat_shock_4h
chr1	31769547	NM_004814	CDS	HEPG2_common_mRNA
chr1	31769548	NM_004814	CDS	HeLa
chr1	31769895	NM_016505	5UTR	HeLa
chr1	31769956	NM_001282568	5UTR	HEPG2_Glucose_starv_4h
chr1	31769960	NM_001282568	5UTR	HEPG2_common_mRNA
chr1	31769961	NM_001282568	5UTR	HEPG2_heat_shock_4h
chr1	31782950	NM_001282569	5UTR	HEPG2_common_mRNA
