chr	position	gene	segment	strain and medium
III	2260114	SPCC1840.03	5UTR	WT_Sp1_EMM-N_medium_4h
III	2260136	SPCC1840.03	5UTR	WT_Sp1_vegetative
III	2260721	SPCC1840.03	CDS	WT_Sp1_vegetative
III	2269523	SPCC1840.06	INT	WT_Sp1_vegetative
III	2269574	SPCC1840.06	INT	WT_Sp1_EMM-N_medium_4h
III	2288680	SPNCRNA.1280	5UTR	WT_Sp1_vegetative
III	2288689	SPNCRNA.1280	5UTR	WT_Sp1_EMM-N_medium_4h
III	2304994	SPCC965.10	3UTR	WT_Sp1_vegetative
III	2305009	SPCC965.10	3UTR	WT_Sp1_EMM-N_medium_4h
III	2341145	SPCC1494.07	CDS	WT_Sp1_EMM-N_medium_4h
III	2341147	SPCC1494.07	CDS	WT_Sp1_vegetative
III	2346183	SPCC1494.10	CDS	WT_Sp1_EMM-N_medium_4h
III	2346184	SPCC1494.10	CDS	WT_Sp1_vegetative
III	2347603	SPCC1494.10	CDS	WT_Sp1_vegetative
III	2359107	SPCC70.05c	CDS	WT_Sp1_EMM-N_medium_4h
III	2359293	SPCC70.05c	CDS	WT_Sp1_vegetative
III	2360876	SPCC70.05c	CDS	WT_Sp1_vegetative
III	2360891	SPCC70.05c	CDS	WT_Sp1_EMM-N_medium_4h
III	2371131	SPCC70.10	CDS	WT_Sp1_vegetative
III	2371135	SPCC70.10	CDS	WT_Sp1_EMM-N_medium_4h
III	2396877	SPCP1E11.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	2398128	SPCP1E11.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	2403928	SPCP1E11.06	CDS	WT_Sp1_vegetative
III	2403929	SPCP1E11.06	CDS	WT_Sp1_EMM-N_medium_4h
III	2414259	SPCC569.09	CDS	WT_Sp1_EMM-N_medium_4h
III	2414266	SPCC569.09	CDS	WT_Sp1_vegetative
MTR	15938	SPMTR.04	CDS	WT_Sp1_vegetative
MTR	15986	SPMTR.04	CDS	WT_Sp1_EMM-N_medium_4h
chrI	33893	YAL061W	CDS	Saccharomyces_cerevisiae
chrI	61384	YAL042C-A	CDS	Saccharomyces_cerevisiae
chrI	61384	YAL042W	CDS	Saccharomyces_cerevisiae
chrI	63604	YAL041W	CDS	Saccharomyces_cerevisiae
chrI	64520	YAL041W	CDS	Saccharomyces_cerevisiae
chrI	66062	YAL040C	CDS	Saccharomyces_cerevisiae
chrI	66880	YAL040C	CDS	Saccharomyces_cerevisiae
chrI	87425	YAL030W	CDS	Saccharomyces_cerevisiae
chrI	110905	YAL021C	CDS	Saccharomyces_cerevisiae
chrI	114473	YAL019W-A	CDS	Saccharomyces_cerevisiae
chrI	114473	YAL020C	CDS	Saccharomyces_cerevisiae
chrI	115357	YAL019W	CDS	Saccharomyces_cerevisiae
chrI	117282	YAL019W	CDS	Saccharomyces_cerevisiae
chrI	125048	YAL016C-A	CDS	Saccharomyces_cerevisiae
chrI	125048	YAL016W	CDS	Saccharomyces_cerevisiae
chrI	129670	YAL013W	CDS	Saccharomyces_cerevisiae
chrI	152925	YAR002W	CDS	Saccharomyces_cerevisiae
chrI	167042	YAR014C	CDS	Saccharomyces_cerevisiae
chrI	192892	YAR042W	CDS	Saccharomyces_cerevisiae
chrII	20613	YBL104C	CDS	Saccharomyces_cerevisiae
chrII	22892	YBL103C	CDS	Saccharomyces_cerevisiae
chrII	27063	YBL101C	CDS	Saccharomyces_cerevisiae
chrII	28064	YBL101C	CDS	Saccharomyces_cerevisiae
chrII	52121	YBL088C	CDS	Saccharomyces_cerevisiae
chrII	65864	YBL085W	CDS	Saccharomyces_cerevisiae
chrII	72395	YBL081W	CDS	Saccharomyces_cerevisiae
chrII	75452	YBL079W	CDS	Saccharomyces_cerevisiae
chrII	112351	YBL058W	CDS	Saccharomyces_cerevisiae
chrII	117705	YBL054W	CDS	Saccharomyces_cerevisiae
chrII	118651	YBL054W	CDS	Saccharomyces_cerevisiae
chrII	119504	YBL052C	CDS	Saccharomyces_cerevisiae
chrII	119504	YBL053W	CDS	Saccharomyces_cerevisiae
chrII	123982	YBL051C	CDS	Saccharomyces_cerevisiae
chrII	151022	YBL036C	CDS	Saccharomyces_cerevisiae
chrII	188998	YBL017C	CDS	Saccharomyces_cerevisiae
chrII	205440	YBL011W	CDS	Saccharomyces_cerevisiae
chrII	208158	YBL009W	CDS	Saccharomyces_cerevisiae
chrII	268191	YBR015C	CDS	Saccharomyces_cerevisiae
chrII	270439	YBR016W	CDS	Saccharomyces_cerevisiae
chrII	285757	YBR023C	CDS	Saccharomyces_cerevisiae
chrII	293921	YBR026C	CDS	Saccharomyces_cerevisiae
chrII	312561	YBR038W	CDS	Saccharomyces_cerevisiae
chrII	357230	YBR059C	CDS	Saccharomyces_cerevisiae
chrII	358095	YBR059C	CDS	Saccharomyces_cerevisiae
chrII	358904	YBR059C	CDS	Saccharomyces_cerevisiae
chrII	366418	YBR062C	CDS	Saccharomyces_cerevisiae
chrII	380624	YBR071W	CDS	Saccharomyces_cerevisiae
chrII	400767	YBR080C	CDS	Saccharomyces_cerevisiae
chrII	406854	YBR082C	CDS	Saccharomyces_cerevisiae
chrII	428503	YBR092C	CDS	Saccharomyces_cerevisiae
chrII	451562	YBR105C	CDS	Saccharomyces_cerevisiae
chrII	456392	YBR108W	CDS	Saccharomyces_cerevisiae
chrII	464044	YBR112C	CDS	Saccharomyces_cerevisiae
chrII	465659	YBR112C	CDS	Saccharomyces_cerevisiae
chrII	465659	YBR113W	CDS	Saccharomyces_cerevisiae
chrII	520190	YBR140C	CDS	Saccharomyces_cerevisiae
chrII	525321	YBR140C	CDS	Saccharomyces_cerevisiae
chrII	545275	YBR151W	CDS	Saccharomyces_cerevisiae
chrII	547004	YBR152W	CDS	Saccharomyces_cerevisiae
chrII	566010	YBR163W	CDS	Saccharomyces_cerevisiae
chrII	601663	YBR186W	CDS	Saccharomyces_cerevisiae
chrII	618289	YBR198C	CDS	Saccharomyces_cerevisiae
chrII	619835	YBR199W	CDS	Saccharomyces_cerevisiae
chrII	634713	YBR205W	CDS	Saccharomyces_cerevisiae
chrII	634713	YBR206W	CDS	Saccharomyces_cerevisiae
chrII	648998	YBR212W	CDS	Saccharomyces_cerevisiae
chrII	652762	YBR214W	CDS	Saccharomyces_cerevisiae
chrII	654706	YBR215W	CDS	Saccharomyces_cerevisiae
chrII	697004	YBR238C	CDS	Saccharomyces_cerevisiae
chrII	709106	YBR245C	CDS	Saccharomyces_cerevisiae
chrII	725177	YBR255W	CDS	Saccharomyces_cerevisiae
chrII	751678	YBR275C	CDS	Saccharomyces_cerevisiae
chrII	762304	YBR279W	CDS	Saccharomyces_cerevisiae
chrIII	17514	YCL063W	CDS	Saccharomyces_cerevisiae
chrIII	18996	YCL061C	CDS	Saccharomyces_cerevisiae
chrIII	21650	YCL061C	CDS	Saccharomyces_cerevisiae
chrIII	23655	YCL058C	CDS	Saccharomyces_cerevisiae
chrIII	23655	YCL058W-A	CDS	Saccharomyces_cerevisiae
chrIII	24879	YCL057W	CDS	Saccharomyces_cerevisiae
chrIII	40363	YCL049C	CDS	Saccharomyces_cerevisiae
chrIII	61040	YCL035C	CDS	Saccharomyces_cerevisiae
chrIII	66905	YCL030C	CDS	Saccharomyces_cerevisiae
chrIII	97338	YCL014W	CDS	Saccharomyces_cerevisiae
chrIII	105415	YCL009C	CDS	Saccharomyces_cerevisiae
chrIII	128904	YCR008W	CDS	Saccharomyces_cerevisiae
chrIII	154996	YCR020C-A	CDS	Saccharomyces_cerevisiae
chrIII	175048	YCR030C	CDS	Saccharomyces_cerevisiae
chrIII	186818	YCR033W	CDS	Saccharomyces_cerevisiae
chrIII	197019	YCR037C	CDS	Saccharomyces_cerevisiae
chrIII	202877	YCR042C	CDS	Saccharomyces_cerevisiae
chrIII	210295	YCR046C	CDS	Saccharomyces_cerevisiae
chrIII	213087	YCR048W	CDS	Saccharomyces_cerevisiae
chrIII	222810	YCR057C	CDS	Saccharomyces_cerevisiae
chrIII	226254	YCR061W	CDS	Saccharomyces_cerevisiae
chrIII	228396	YCR063W	CDS	Saccharomyces_cerevisiae
chrIII	228396	YCR064C	CDS	Saccharomyces_cerevisiae
chrIII	230393	YCR065W	CDS	Saccharomyces_cerevisiae
chrIII	234256	YCR067C	CDS	Saccharomyces_cerevisiae
chrIII	271324	YCR089W	CDS	Saccharomyces_cerevisiae
chrIII	283240	YCR093W	CDS	Saccharomyces_cerevisiae
chrIII	309276	YCR105W	CDS	Saccharomyces_cerevisiae
chrIII	309715	YCR105W	CDS	Saccharomyces_cerevisiae
chrIV	6366	YDL247W	CDS	Saccharomyces_cerevisiae
chrIV	31024	YDL237W	CDS	Saccharomyces_cerevisiae
chrIV	59905	YDL223C	CDS	Saccharomyces_cerevisiae
chrIV	62827	YDL220C	CDS	Saccharomyces_cerevisiae
chrIV	77866	YDL213C	CDS	Saccharomyces_cerevisiae
chrIV	110429	YDL195W	CDS	Saccharomyces_cerevisiae
chrIV	123277	YDL189W	CDS	Saccharomyces_cerevisiae
chrIV	148556	YDL172C	3UTR	Saccharomyces_cerevisiae
chrIV	148556	YDL173W	CDS	Saccharomyces_cerevisiae
chrIV	168847	YDL161W	CDS	Saccharomyces_cerevisiae
chrIV	170545	YDL160C	CDS	Saccharomyces_cerevisiae
chrIV	182805	YDL152W	5UTR	Saccharomyces_cerevisiae
chrIV	182805	YDL153C	CDS	Saccharomyces_cerevisiae
chrIV	205710	YDL140C	CDS	Saccharomyces_cerevisiae
chrIV	220324	YDL134C	CDS	Saccharomyces_cerevisiae
chrIV	245314	YDL121C	CDS	Saccharomyces_cerevisiae
chrIV	285815	YDL097C	CDS	Saccharomyces_cerevisiae
chrIV	288103	YDL095W	CDS	Saccharomyces_cerevisiae
chrIV	342968	YDL060W	CDS	Saccharomyces_cerevisiae
chrIV	367779	YDL048C	CDS	Saccharomyces_cerevisiae
chrIV	382942	YDL039C	CDS	Saccharomyces_cerevisiae
chrIV	412218	YDL022W	CDS	Saccharomyces_cerevisiae
chrIV	431308	YDL012C	CDS	Saccharomyces_cerevisiae
chrIV	438188	YDL007W	CDS	Saccharomyces_cerevisiae
chrIV	461125	YDR006C	CDS	Saccharomyces_cerevisiae
chrIV	480861	YDR017C	CDS	Saccharomyces_cerevisiae
chrIV	481463	YDR017C	CDS	Saccharomyces_cerevisiae
chrIV	499479	YDR028C	CDS	Saccharomyces_cerevisiae
chrIV	521989	YDR035W	CDS	Saccharomyces_cerevisiae
chrIV	558802	YDR052C	CDS	Saccharomyces_cerevisiae
chrIV	572437	YDR060W	CDS	Saccharomyces_cerevisiae
chrIV	612304	YDR083W	CDS	Saccharomyces_cerevisiae
chrIV	631930	YDR093W	CDS	Saccharomyces_cerevisiae
chrIV	635782	YDR093W	CDS	Saccharomyces_cerevisiae
chrIV	635782	YDR094W	5UTR	Saccharomyces_cerevisiae
chrIV	638350	YDR096W	CDS	Saccharomyces_cerevisiae
chrIV	644841	YDR098C	CDS	Saccharomyces_cerevisiae
chrIV	658465	YDR103W	CDS	Saccharomyces_cerevisiae
chrIV	659177	YDR103W	CDS	Saccharomyces_cerevisiae
chrIV	680779	YDR113C	CDS	Saccharomyces_cerevisiae
chrIV	689419	YDR119W	CDS	Saccharomyces_cerevisiae
chrIV	723178	YDR135C	CDS	Saccharomyces_cerevisiae
chrIV	734545	YDR140W	CDS	Saccharomyces_cerevisiae
chrIV	742537	YDR143C	CDS	Saccharomyces_cerevisiae
chrIV	762488	YDR150W	CDS	Saccharomyces_cerevisiae
chrIV	763186	YDR150W	CDS	Saccharomyces_cerevisiae
chrIV	783483	YDR164C	CDS	Saccharomyces_cerevisiae
chrIV	792921	YDR169C	CDS	Saccharomyces_cerevisiae
chrIV	814778	YDR176W	CDS	Saccharomyces_cerevisiae
chrIV	834251	YDR186C	CDS	Saccharomyces_cerevisiae
chrIV	838958	YDR189W	CDS	Saccharomyces_cerevisiae
chrIV	840860	YDR190C	CDS	Saccharomyces_cerevisiae
chrIV	850904	YDR196C	CDS	Saccharomyces_cerevisiae
chrIV	912782	YDR223W	CDS	Saccharomyces_cerevisiae
chrIV	918038	YDR227W	CDS	Saccharomyces_cerevisiae
chrIV	928619	YDR232W	CDS	Saccharomyces_cerevisiae
chrIV	932057	YDR234W	CDS	Saccharomyces_cerevisiae
chrIV	932478	YDR234W	CDS	Saccharomyces_cerevisiae
chrIV	943043	YDR239C	CDS	Saccharomyces_cerevisiae
chrIV	969282	YDR256C	CDS	Saccharomyces_cerevisiae
chrIV	993554	YDR262W	CDS	Saccharomyces_cerevisiae
chrIV	1049234	YDR293C	CDS	Saccharomyces_cerevisiae
chrIV	1050605	YDR294C	CDS	Saccharomyces_cerevisiae
chrIV	1057280	YDR297W	CDS	Saccharomyces_cerevisiae
chrIV	1060880	YDR299W	CDS	Saccharomyces_cerevisiae
chrIV	1062550	YDR300C	CDS	Saccharomyces_cerevisiae
chrIV	1079334	YDR309C	CDS	Saccharomyces_cerevisiae
chrIV	1081302	YDR310C	CDS	Saccharomyces_cerevisiae
chrIV	1083357	YDR310C	CDS	Saccharomyces_cerevisiae
chrIV	1116636	YDR324C	CDS	Saccharomyces_cerevisiae
chrIV	1123974	YDR326C	CDS	Saccharomyces_cerevisiae
chrIV	1170502	YDR348C	CDS	Saccharomyces_cerevisiae
chrIV	1192363	YDR359C	CDS	Saccharomyces_cerevisiae
chrIV	1218536	YDR370C	CDS	Saccharomyces_cerevisiae
chrIV	1230698	YDR379W	CDS	Saccharomyces_cerevisiae
chrIV	1231311	YDR379W	CDS	Saccharomyces_cerevisiae
chrIV	1250292	YDR388W	CDS	Saccharomyces_cerevisiae
chrIV	1262691	YDR394W	CDS	Saccharomyces_cerevisiae
chrIV	1291702	YDR409W	CDS	Saccharomyces_cerevisiae
chrIV	1306596	YDR420W	CDS	Saccharomyces_cerevisiae
chrIV	1308069	YDR420W	CDS	Saccharomyces_cerevisiae
chrIV	1317160	YDR422C	CDS	Saccharomyces_cerevisiae
chrIV	1318416	YDR423C	CDS	Saccharomyces_cerevisiae
chrIV	1319121	YDR423C	CDS	Saccharomyces_cerevisiae
chrIV	1319575	YDR424C	CDS	Saccharomyces_cerevisiae
chrIV	1331481	YDR434W	CDS	Saccharomyces_cerevisiae
chrIV	1364543	YDR452W	CDS	Saccharomyces_cerevisiae
chrIV	1377396	YDR457W	CDS	Saccharomyces_cerevisiae
chrIV	1387127	YDR463W	CDS	Saccharomyces_cerevisiae
chrIV	1391803	YDR464W	CDS	Saccharomyces_cerevisiae
chrIV	1396490	YDR466W	CDS	Saccharomyces_cerevisiae
chrIV	1403731	YDR472W	CDS	Saccharomyces_cerevisiae
chrIV	1420003	YDR481C	CDS	Saccharomyces_cerevisiae
chrIV	1421323	YDR483W	CDS	Saccharomyces_cerevisiae
chrIV	1435327	YDR492W	CDS	Saccharomyces_cerevisiae
chrIV	1488587	YDR524C	CDS	Saccharomyces_cerevisiae
chrIV	1495007	YDR528W	CDS	Saccharomyces_cerevisiae
chrIV	1520342	YDR541C	CDS	Saccharomyces_cerevisiae
chrIX	2013	YIL177C	CDS	Saccharomyces_cerevisiae
chrIX	49739	YIL156W	CDS	Saccharomyces_cerevisiae
chrIX	54209	YIL154C	CDS	Saccharomyces_cerevisiae
chrIX	54601	YIL154C	CDS	Saccharomyces_cerevisiae
chrIX	54921	YIL154C	CDS	Saccharomyces_cerevisiae
chrIX	56229	YIL153W	CDS	Saccharomyces_cerevisiae
chrIX	90670	YIL137C	CDS	Saccharomyces_cerevisiae
chrIX	95651	YIL135C	CDS	Saccharomyces_cerevisiae
chrIX	122969	YIL125W	CDS	Saccharomyces_cerevisiae
chrIX	148036	YIL115C	CDS	Saccharomyces_cerevisiae
chrIX	161069	YIL108W	CDS	Saccharomyces_cerevisiae
chrIX	200010	YIL087C	CDS	Saccharomyces_cerevisiae
chrIX	211089	YIL079C	CDS	Saccharomyces_cerevisiae
chrIX	246801	YIL059C	CDS	Saccharomyces_cerevisiae
chrIX	246801	YIL060W	CDS	Saccharomyces_cerevisiae
chrIX	250549	YIL056W	CDS	Saccharomyces_cerevisiae
chrIX	281454	YIL038C	CDS	Saccharomyces_cerevisiae
chrIX	289896	YIL034C	CDS	Saccharomyces_cerevisiae
chrIX	298123	YIL030C	CDS	Saccharomyces_cerevisiae
chrIX	304639	YIL026C	CDS	Saccharomyces_cerevisiae
chrIX	358819	YIR002C	CDS	Saccharomyces_cerevisiae
chrIX	360261	YIR002C	CDS	Saccharomyces_cerevisiae
chrIX	361007	YIR003W	CDS	Saccharomyces_cerevisiae
chrIX	363691	YIR004W	CDS	Saccharomyces_cerevisiae
chrIX	367886	YIR006C	CDS	Saccharomyces_cerevisiae
chrIX	382107	YIR015W	CDS	Saccharomyces_cerevisiae
chrIX	383281	YIR016W	CDS	Saccharomyces_cerevisiae
chrIX	390188	YIR019C	CDS	Saccharomyces_cerevisiae
chrIX	391125	YIR019C	CDS	Saccharomyces_cerevisiae
chrIX	402338	YIR023C-A	3UTR	Saccharomyces_cerevisiae
chrIX	402338	YIR023W	CDS	Saccharomyces_cerevisiae
chrIX	417538	YIR033W	CDS	Saccharomyces_cerevisiae
chrIX	421543	YIR035C	CDS	Saccharomyces_cerevisiae
chrV	1736	YEL077C	CDS	Saccharomyces_cerevisiae
chrV	22905	YEL069C	CDS	Saccharomyces_cerevisiae
chrV	39138	YEL061C	CDS	Saccharomyces_cerevisiae
chrV	57493	YEL052W	CDS	Saccharomyces_cerevisiae
chrV	57989	YEL052W	CDS	Saccharomyces_cerevisiae
chrV	70972	YEL043W	CDS	Saccharomyces_cerevisiae
chrV	127437	YEL015W	CDS	Saccharomyces_cerevisiae
chrV	143665	YEL007W	CDS	Saccharomyces_cerevisiae
chrV	158465	YER003C	CDS	Saccharomyces_cerevisiae
chrV	168104	YER008C	CDS	Saccharomyces_cerevisiae
chrV	171008	YER008C	CDS	Saccharomyces_cerevisiae
chrV	192472	YER018C	CDS	Saccharomyces_cerevisiae
chrV	193268	YER019W	CDS	Saccharomyces_cerevisiae
chrV	193890	YER019W	CDS	Saccharomyces_cerevisiae
chrV	197244	YER021W	CDS	Saccharomyces_cerevisiae
chrV	202914	YER024W	CDS	Saccharomyces_cerevisiae
chrV	208384	YER026C	CDS	Saccharomyces_cerevisiae
chrV	213777	YER030W	CDS	Saccharomyces_cerevisiae
chrV	222865	YER035W	CDS	Saccharomyces_cerevisiae
chrV	230356	YER040W	CDS	Saccharomyces_cerevisiae
chrV	275277	YER060W	CDS	Saccharomyces_cerevisiae
chrV	277209	YER060W-A	CDS	Saccharomyces_cerevisiae
chrV	283745	YER064C	CDS	Saccharomyces_cerevisiae
chrV	285529	YER065C	CDS	Saccharomyces_cerevisiae
chrV	313237	YER076C	CDS	Saccharomyces_cerevisiae
chrV	326935	YER083C	CDS	Saccharomyces_cerevisiae
chrV	333355	YER088C	CDS	Saccharomyces_cerevisiae
chrV	335094	YER088C	CDS	Saccharomyces_cerevisiae
chrV	347473	YER093C	CDS	Saccharomyces_cerevisiae
chrV	359764	YER100W	CDS	Saccharomyces_cerevisiae
chrV	370607	YER105C	CDS	Saccharomyces_cerevisiae
chrV	387656	YER112W	CDS	Saccharomyces_cerevisiae
chrV	392407	YER114C	CDS	Saccharomyces_cerevisiae
chrV	395697	YER116C	CDS	Saccharomyces_cerevisiae
chrV	401236	YER119C-A	CDS	Saccharomyces_cerevisiae
chrV	401236	YER120W	CDS	Saccharomyces_cerevisiae
chrV	403521	YER122C	CDS	Saccharomyces_cerevisiae
chrV	417500	YER129W	CDS	Saccharomyces_cerevisiae
chrV	419651	YER129W	CDS	Saccharomyces_cerevisiae
chrV	428245	YER132C	CDS	Saccharomyces_cerevisiae
chrV	472180	YER151C	CDS	Saccharomyces_cerevisiae
chrV	475920	YER154W	CDS	Saccharomyces_cerevisiae
chrV	482523	YER155C	CDS	Saccharomyces_cerevisiae
chrV	484251	YER156C	CDS	Saccharomyces_cerevisiae
chrV	517329	YER166W	CDS	Saccharomyces_cerevisiae
chrV	525183	YER169W	CDS	Saccharomyces_cerevisiae
chrV	532421	YER172C	CDS	Saccharomyces_cerevisiae
chrV	542140	YER176W	CDS	Saccharomyces_cerevisiae
chrVI	1048	YFL067W	CDS	Saccharomyces_cerevisiae
chrVI	9875	YFL061W	CDS	Saccharomyces_cerevisiae
chrVI	47635	YFL042C	CDS	Saccharomyces_cerevisiae
chrVI	63771	YFL034C-B	CDS	Saccharomyces_cerevisiae
chrVI	73546	YFL033C	CDS	Saccharomyces_cerevisiae
chrVI	77054	YFL030W	CDS	Saccharomyces_cerevisiae
chrVI	83342	YFL026W	CDS	Saccharomyces_cerevisiae
chrVI	88951	YFL024C	CDS	Saccharomyces_cerevisiae
chrVI	105451	YFL016C	CDS	Saccharomyces_cerevisiae
chrVI	109812	YFL012W-A	CDS	Saccharomyces_cerevisiae
chrVI	109812	YFL013C	CDS	Saccharomyces_cerevisiae
chrVI	134007	YFL004W	CDS	Saccharomyces_cerevisiae
chrVI	146719	YFL002C	CDS	Saccharomyces_cerevisiae
chrVI	170852	YFR013W	CDS	Saccharomyces_cerevisiae
chrVI	177671	YFR016C	CDS	Saccharomyces_cerevisiae
chrVI	195955	YFR021W	CDS	Saccharomyces_cerevisiae
chrVI	204654	YFR025C	CDS	Saccharomyces_cerevisiae
chrVI	212201	YFR029W	CDS	Saccharomyces_cerevisiae
chrVI	227653	YFR036W-A	CDS	Saccharomyces_cerevisiae
chrVI	227653	YFR037C	CDS	Saccharomyces_cerevisiae
chrVI	231422	YFR038W	CDS	Saccharomyces_cerevisiae
chrVI	246543	YFR048W	CDS	Saccharomyces_cerevisiae
chrVII	89084	YGL215W	CDS	Saccharomyces_cerevisiae
chrVII	90413	YGL213C	CDS	Saccharomyces_cerevisiae
chrVII	90413	YGL214W	CDS	Saccharomyces_cerevisiae
chrVII	96482	YGL209W	CDS	Saccharomyces_cerevisiae
chrVII	99115	YGL207W	CDS	Saccharomyces_cerevisiae
chrVII	102627	YGL206C	CDS	Saccharomyces_cerevisiae
chrVII	112829	YGL203C	CDS	Saccharomyces_cerevisiae
chrVII	113853	YGL203C	CDS	Saccharomyces_cerevisiae
chrVII	120811	YGL201C	CDS	Saccharomyces_cerevisiae
chrVII	126839	YGL197W	CDS	Saccharomyces_cerevisiae
chrVII	142187	YGL192W	5UTR	Saccharomyces_cerevisiae
chrVII	142187	YGL193C	CDS	Saccharomyces_cerevisiae
chrVII	152634	YGL186C	CDS	Saccharomyces_cerevisiae
chrVII	158625	YGL181W	CDS	Saccharomyces_cerevisiae
chrVII	168171	YGL178W	CDS	Saccharomyces_cerevisiae
chrVII	177999	YGL173C	CDS	Saccharomyces_cerevisiae
chrVII	181425	YGL172W	CDS	Saccharomyces_cerevisiae
chrVII	188077	YGL167C	CDS	Saccharomyces_cerevisiae
chrVII	214938	YGL155W	CDS	Saccharomyces_cerevisiae
chrVII	225683	YGL149W	CDS	Saccharomyces_cerevisiae
chrVII	270006	YGL128C	CDS	Saccharomyces_cerevisiae
chrVII	270617	YGL127C	CDS	Saccharomyces_cerevisiae
chrVII	282720	YGL120C	CDS	Saccharomyces_cerevisiae
chrVII	283843	YGL120C	CDS	Saccharomyces_cerevisiae
chrVII	290886	YGL116W	CDS	Saccharomyces_cerevisiae
chrVII	300769	YGL111W	CDS	Saccharomyces_cerevisiae
chrVII	314091	YGL100W	CDS	Saccharomyces_cerevisiae
chrVII	343401	YGL090W	CDS	Saccharomyces_cerevisiae
chrVII	361301	YGL078C	CDS	Saccharomyces_cerevisiae
chrVII	361786	YGL078C	CDS	Saccharomyces_cerevisiae
chrVII	370014	YGL073W	CDS	Saccharomyces_cerevisiae
chrVII	374755	YGL070C	CDS	Saccharomyces_cerevisiae
chrVII	375134	YGL068W	CDS	Saccharomyces_cerevisiae
chrVII	375134	YGL069C	CDS	Saccharomyces_cerevisiae
chrVII	379040	YGL066W	CDS	Saccharomyces_cerevisiae
chrVII	390362	YGL060W	CDS	Saccharomyces_cerevisiae
chrVII	397510	YGL056C	CDS	Saccharomyces_cerevisiae
chrVII	407081	YGL049C	CDS	Saccharomyces_cerevisiae
chrVII	409344	YGL049C	CDS	Saccharomyces_cerevisiae
chrVII	431715	YGL035C	CDS	Saccharomyces_cerevisiae
chrVII	440204	YGL029W	CDS	Saccharomyces_cerevisiae
chrVII	442302	YGL028C	CDS	Saccharomyces_cerevisiae
chrVII	450429	YGL023C	CDS	Saccharomyces_cerevisiae
chrVII	453519	YGL022W	CDS	Saccharomyces_cerevisiae
chrVII	466808	YGL014W	CDS	Saccharomyces_cerevisiae
chrVII	491391	YGL004C	CDS	Saccharomyces_cerevisiae
chrVII	506199	YGR006W	CDS	Saccharomyces_cerevisiae
chrVII	519449	YGR014W	CDS	Saccharomyces_cerevisiae
chrVII	530574	YGR023W	CDS	Saccharomyces_cerevisiae
chrVII	548694	YGR032W	CDS	Saccharomyces_cerevisiae
chrVII	550770	YGR032W	CDS	Saccharomyces_cerevisiae
chrVII	578737	YGR041W	CDS	Saccharomyces_cerevisiae
chrVII	580003	YGR042W	CDS	Saccharomyces_cerevisiae
chrVII	596734	YGR054W	CDS	Saccharomyces_cerevisiae
chrVII	606346	YGR058W	CDS	Saccharomyces_cerevisiae
chrVII	641094	YGR079W	CDS	Saccharomyces_cerevisiae
chrVII	642147	YGR080W	CDS	Saccharomyces_cerevisiae
chrVII	646268	YGR083C	CDS	Saccharomyces_cerevisiae
chrVII	681633	YGR097W	CDS	Saccharomyces_cerevisiae
chrVII	729182	YGR119C	CDS	Saccharomyces_cerevisiae
chrVII	732702	YGR121C	CDS	Saccharomyces_cerevisiae
chrVII	760988	YGR134W	CDS	Saccharomyces_cerevisiae
chrVII	765357	YGR138C	CDS	Saccharomyces_cerevisiae
chrVII	824149	YGR162W	CDS	Saccharomyces_cerevisiae
chrVII	832536	YGR167W	CDS	Saccharomyces_cerevisiae
chrVII	862068	YGR184C	CDS	Saccharomyces_cerevisiae
chrVII	867896	YGR186W	CDS	Saccharomyces_cerevisiae
chrVII	877005	YGR189C	CDS	Saccharomyces_cerevisiae
chrVII	893306	YGR197C	CDS	Saccharomyces_cerevisiae
chrVII	943259	YGR224W	CDS	Saccharomyces_cerevisiae
chrVII	1019822	YGR264C	CDS	Saccharomyces_cerevisiae
chrVII	1051125	YGR280C	CDS	Saccharomyces_cerevisiae
chrVIII	40190	YHL030W	CDS	Saccharomyces_cerevisiae
chrVIII	49475	YHL028W	CDS	Saccharomyces_cerevisiae
chrVIII	54002	YHL026C	CDS	Saccharomyces_cerevisiae
chrVIII	60385	YHL023C	CDS	Saccharomyces_cerevisiae
chrVIII	67919	YHL019C	CDS	Saccharomyces_cerevisiae
chrVIII	67919	YHL019W-A	CDS	Saccharomyces_cerevisiae
chrVIII	69875	YHL018W	CDS	Saccharomyces_cerevisiae
chrVIII	92775	YHL008C	CDS	Saccharomyces_cerevisiae
chrVIII	97426	YHL007C	CDS	Saccharomyces_cerevisiae
chrVIII	97927	YHL006W-A	CDS	Saccharomyces_cerevisiae
chrVIII	97927	YHL007C	CDS	Saccharomyces_cerevisiae
chrVIII	137630	YHR016C	CDS	Saccharomyces_cerevisiae
chrVIII	156071	YHR023W	CDS	Saccharomyces_cerevisiae
chrVIII	160118	YHR025W	CDS	Saccharomyces_cerevisiae
chrVIII	188294	YHR040W	CDS	Saccharomyces_cerevisiae
chrVIII	209095	YHR050W	CDS	Saccharomyces_cerevisiae
chrVIII	235043	YHR069C-A	CDS	Saccharomyces_cerevisiae
chrVIII	235043	YHR070W	CDS	Saccharomyces_cerevisiae
chrVIII	235989	YHR070C-A	3UTR	Saccharomyces_cerevisiae
chrVIII	235989	YHR070W	CDS	Saccharomyces_cerevisiae
